"The Univeristy Of Texas At Austin","Civil Engineering", Masters (F18),Accepted , E-mail,12 Mar 2018,,,,,,I,9 May 2018,""
"Stanford University","(Civil Engineering) Sustainable Design And Construction (SDC)", Masters (F18),Accepted , Website,9 May 2018,,,,,,U,9 May 2018,"Has anyone made a facebook page for people who are starting SDC in the Fall?"
"Iowa State Univerisity","(Civil) Structural Engineering", PhD (F18),Accepted , E-mail,2 Mar 2018 , 3.43,156,169,3.50, n/a,I,7 May 2018,"master's GPA 3.63. Got an e-mail from the admissions office and a professor for financial support."
"(SUNY) University At Buffalo","(Civil) Structural Engineering", Masters (F18),Accepted , E-mail,7 Feb 2018,,,,,,I,5 May 2018,"Happy. Pretty pretty happy."
"The University Of Alberta","(Civil) Structural Engineering,", Masters (F18),Other , Other,5 May 2018,,,,,,I,5 May 2018,"Hello. If there is someone who applied structural emgineering in university of alberta plz send me message in skype. Tce_golzari@yahoo.com"
"Stanford University","(Civil Engineering) Sustainable Design And Construction", PhD (F18),Other , E-mail,4 May 2018,,,,,,I,4 May 2018,"Got this reply to my email today - Thank you for your email -- we are pleased that you are applying to Stanford University for your graduate studies! The SDC admissions committee is still releasing decisions. The original aim to notify all applicants by mid March has been pushed back more than once. We are unable to speculate when they might issue a decision on any single application, however, we are expecting a new batch of decisions by the end of next week. Once a decision has been made, the decision letter will be posted to your applyweb account and you will be notified by email at that time. Thank you for your patience."
"Texas A&M","Civil  & Environmental Engineering - Transportation Engineering", PhD (F18),Accepted , E-mail,3 May 2018,,,,,,I,4 May 2018,"An unexpected late fellowship offer (I was admitted here in February). It's not perfect financially but I guess it's fine for the first year. I won't sign this offer until its deadline just in case a better offer arrives from another university. I'm writing this especially for those who will check these late posts a year later. Even this late, good things can happen regarding your application. Stay Positive."
"Stanford","Civil And Environmental Engineering, Sustainable Design & Construction (SDC)", PhD (F18),Wait listed , Phone,1 May 2018,,,,,,?,1 May 2018,"Don't mean to spam, posting an update because i know many are anxious to know the application results (like myself). I just spoke to the admin. The admissions committee has actually gone through all applications. Those that haven't received a rejection are on a waitlist, for one reason or another. They admitted it's late. The admissions committee is making more decisions today and tomorrow, and SDC will send out a (rather significant) batch of notifications these couple of days. So I guess most can expect a reply anytime from now till next Monday. All the best to anyone still waiting, I know it can be excruciating. Cheers."
"Stanford University","Civil Engineering (Sustainable Design And Construction)", PhD (F18),Other , Phone,30 Apr 2018,,,,,,?,1 May 2018,"I also called few times, recently. Not even being waitlisted! She said no decisions yet on my case... this really sucks ... :-("
"University Of Michigan, Ann Arbor","Civil Engineering Intelligent Systems", Masters (F18),Accepted , E-mail,13 Mar 2018,,,,,,I,29 Apr 2018,"Was my first choice, but no funding whatsoever. Kinda disappointing, especially with $22k a semester. I've accepted another offer instead."
"Stanford University","Civil Engineering (Sustainable Design And Construction)", PhD (F18),Other , Other,29 Apr 2018,,,,,,A,29 Apr 2018,"So anyone hear any updates recently? Maybe we should start a support thread in the forum."
"The University Of Iowa","(Civil) Environmental And Water Resources Engineering", PhD (F18),Rejected , E-mail,25 Apr 2018,,,,,,U,26 Apr 2018,"Your application requesting admission to our Graduate College for the Fall 2018 session has been reviewed by Civil and Environmental Engineering. I am sorry to inform you that you were not among those selected for admission by this program. This decision was made only after careful examination of all available materials and factors. Offers of admission are extended to those individuals who, among the many well qualified applicants reviewed, have the best overall qualifications and most closely match departmental interests. Your interest in the University of Iowa is appreciated. We wish you every success in the pursuit of your educational and professional goals."
"McGill","(Civil) Structural Engineering", Masters (F18),Other , Other,26 Apr 2018,,,,,,O,26 Apr 2018,"The deadline was January 15 and still we are here, waiting patiently for the decision. They are not responding to any of the messages. Really disappointed with the work ethics of such a prestigious school :("
"Purdue University","(Civil) Material Engineering", PhD (F18),Rejected , E-mail,25 Apr 2018,,,,,,?,26 Apr 2018,"Email them about decision.""We regret to say that we have filled all of the positions for this year."""
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Other (F18),Other , Other,26 Apr 2018,,,,,,O,26 Apr 2018,"vvv guys, first of all, the enrollment stats is on Stanford’s website - check it out. CEE is one of their two larges graduate departments. Second, don’t get me wrong here. My comment was not bitter but a suggestion for those who haven’t got a decision as of now like me (I think it was more like a compliment to Stanford). Not trying to turn this result report page into a discussion forum, but: 1. Obviously if we are not considered as strong as the ones who have got in earlier, I see no reason clinging to this school instead of moving on at this point. 2. A friend of mine went to Stanford said there is always a long line in front of professors office not asking about class but waiting to ask them for research positions since everyone there want one, but these positions are limited so they often get ignored - pretty much the same thing happened to the ones trying to email and call during admission process. So in short, the competition is for sure tougher at Stanford because of its being prestigious. Cheers and good luck to all who got in!"
"Stanford","Civil Engineering", Masters (F18),Other , Other,26 Apr 2018,,,,,,O,26 Apr 2018,"Going to apply for PhD next year. Not sure whether the 500 student population is true, but quick math: a lot of them are already PhD (that's for sure- tons of research labs there), and many are second year ms students. That will leave roughly half of them or less are first year ms students. So only ~250 incoming students every year for such a big department with all these different concentrations? I think that tells the high quality and good opportunities there. Also was told by the admission people that each discipline in CEE takes less than 40-50 students each year."
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Accepted , Website,26 Feb 2018,,,,,,U,26 Apr 2018,"I think 500 is actually quite a normal grad student population in any engineering department in a big research U.S university. Many other selective CEE programs have even more than 500 and they're all proactive and competitive. Stanford has a very BIG engineering school so 500 is actually not considered too many."
"Stanford","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,26 Apr 2018,,,,,,O,26 Apr 2018,"To the poster below: I’m not sure what to think of your comments about Stanford’s CEE students’ credentials.... should I interpret it as your bitterness for not getting in (yet)? Or just your self consolation by  reading one of the million posts on quora? Everyone should have a good future ala he/she works hard for it, no matter you’re a Stanford grad or not. After all, my friend (who is proactive and competitive and good as a human being) got into this program, but I didn’t, but that doesn’t mean that I should start thinking he is gonna have a harder time getting a job than me. Be a bit mature please. Good luck and be kind."
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Other (F18),Other , Other,25 Apr 2018,,,,,,O,25 Apr 2018,"Also, consider this guys - Stanford has about 500 civil engr grad students, and getting a master there is far from a ticket to their PhD program. Go where is best for your future (financially and opportunities wise) - Stanford grad students are all proactive and competitive, making it harder to secure a good opportunity. Read Quora if you want to know more :-)"
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Other (F18),Other , Other,25 Apr 2018,,,,,,O,25 Apr 2018,"This is dumb. I got into another top 3 school with full funding and three other top 10 Civ Engr schools. I bet if we are in the waitlist now, we are all good candidates and certainly got admitted somewhere else already. Now even if they admit us, the chance that they get turned down is higher and only bring in people who has nowhere else to go. I'm still waiting for an admission though, just to brag around that I turned down Stanford :P"
"Purdue University","Civil Engineering (Transport)", Masters (F18),Rejected , E-mail,25 Apr 2018,,,,,,I,25 Apr 2018,"Purdue is good in Civil, but it still feels weird that I got admitted into Cornell and UIUC but rejected by Purdue......"
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,25 Apr 2018,,,,,,O,25 Apr 2018,"Yes, I think so. The chances are really slight. I am going to Berkeley!"
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,24 Apr 2018,,,,,,O,24 Apr 2018,"To the poster below: does a long waitlist mean that admission only happens when someone admitted does not accept the offer?"
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Wait listed , Phone,23 Apr 2018 , 3.49,158,169,3.50, n/a,I,24 Apr 2018,"I called SDC yesterday. They informed that I am on the waitlist and have no idea when the final decision (acceptance or rejection) will be made. Fingers crossed!"
"Stanford University","Civil Engineering - Sustainable Design And Construction (SDC)", PhD (F18),Other , Other,23 Apr 2018,,,,,,I,24 Apr 2018,"Called SDC. They informed that all those who haven't received a notification yet are on a ""long"" waitlist. SDC Office couldn't tell the date by which results will be released, because it is up to the admissions committee. They mentioned that they did make a few offers after April 15th as well. Hopefully everyone else will hear back soon!"
"Stanford","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,23 Apr 2018,,,,,,O,23 Apr 2018,"To those who are still waiting. Got one email reply, no one picks up the call though. They are still going over the rest applications and do not make the final decision. Still...........???"
"The University Of Toronto","(Civil) Structural Engineering", Masters (F18),Other , Other,23 Apr 2018,,,,,,I,23 Apr 2018,"Why the buzz in here stopped all of a sudden? Are they not sending out decisions any more? What is going on? Really anxious for what might come our way."
"Stanford","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,22 Apr 2018,,,,,,O,22 Apr 2018,"WOW, so many comments. I've posted two long time ago and I totally understand the feeling waiting for the result. I'm on the same boat. But I think the poster who doesn't apply this program is right. Maybe I should give up waiting and go forward. Whether releasing rejection letter doesn't matter now.My application this year is totally a disaster and I may need some time to refresh. Good luck to those who got in！"
"University Of British Columbia (UBC - UBCO) - Okanagan Campus","Phd Civil Engineering", PhD (F18),Other , Other,22 Apr 2018,,,,,,O,22 Apr 2018,"Any updates from UBC Okanagan Campus"
"UBC Okanagan","Phd Civil Engineering", PhD (F18),Other , E-mail,22 Apr 2018,,,,,,O,22 Apr 2018,""
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Accepted , Website,22 Apr 2018,,,,,,O,22 Apr 2018,"This is just an extremely interesting and popular but highly competitive program, other than the fact that it is also Stanford. As far as I know this is one of the most applied programs in Stanford, so things happened when the application volume is overwhelmingly big. It is okay to freak out a bit I think, especially the waiting process did extend way too long... But I think so far the best advice for those still waiting for a decision is really just emailing/calling them constantly. Maybe even try other phone numbers or emails within the CEE or the whole school of engineering. Good luck to all of you even if you end up enrolling in other programs!"
"McGill Universeity","(Civil) Structural Engineering", PhD (F18),Rejected , Website,20 Apr 2018,,,,,,I,22 Apr 2018,""
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Other (F18),Other , Other,22 Apr 2018,,,,,,O,22 Apr 2018,"Jesus Christ, I know it's probably one or two people who keep freaking out and overreacting on this forum about Stanford's SDC program but I didn't even apply to that program and I keep logging on just to read their comments, it's hilarious. I mean, chances are you didn't get in or won't get any funding if it's after April 15th, just take another offer if you have one aready. Who the f&*k starts a campaign to hear about their results? Quit being such a baby, some schools answer late, it's not fraudulent, you'll get your no soon enough."
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,15 Apr 2018,,,,,,O,21 Apr 2018,"Just a correction to the post below: I got my Notification 1-2 weeks ago. Not today (4/21)!"
"Stanford University","(Civil Engineering) Sustainable Design And Construction（sdc）", Masters (F18),Accepted , E-mail,21 Apr 2018,,,,,,O,21 Apr 2018,"Hello all! I called the number in the link (https://cee.stanford.edu/programs/sustainable-design-construction/contact-us) and found out my decision and financial update a while ago. I believe they’ve done making all the decisions... It was extremely frustrating waiting for the results. I totally feel you guys. Good luck still!"
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,21 Apr 2018,,,,,,U,21 Apr 2018,"To the posters below: I think we should start a campaign to defend our rights. Stanford admission committee has to apologize and refund us for the potential financial/nonfinancial inconvenience caused by their dereliction. We all paid plenty of efforts, money and maybe emotions during our application process and the waiting periods, but the whole thing turned out to be fraudulent. They think they are the best institution on the Earth? They will see within decades if they continue this attitude and behavior."
"Stanford","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,21 Apr 2018,,,,,,I,21 Apr 2018,"Agree. I have other choices but I have to wait for this result. Now there’s no apartment nearby that I can rent and I don’t know when I can get my visa. My friends has already book the flight and plan their coming summer vacation! Does this happen a lot in American universities? No offense just can’t believe it. Just a guess, they started going through most of the  materials after 15th and there’s not much time for them to decide more carefully. I’ve called thousand times and sent many emails, but no response."
"McGill Universeity","(Civil) Environmental And Water Resources Engineering", Masters (F18),Other , Other,21 Apr 2018,,,,,,O,21 Apr 2018,"One thing is great about this waiting, they are helping us improve our patience level. But one thing is very odd, if they have to deliver only the rejections now, then why are they making the candidates wait. Get the thing done so that everybody could be well on their way. This school is nonetheless a dream place for me."
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,21 Apr 2018,,,,,,O,21 Apr 2018,"I have a friend who got admitted. She said she got an unofficial admission email from faculty the other day but she cannot find the decision letter on the Applyweb yet. I assume those got admitted have already received email and people got rejected would not receive anything."
"University Of Waterloo","(Civil) Environmental And Water Resources Engineering", PhD (F18),Rejected , E-mail,19 Apr 2018,,,,,,I,21 Apr 2018,"International, TOEFL 88, no publication, no interview with prof.
Environmental Engineering both for B.Sc & M.Sc. My interest is waterwastewater treatment
Master GPA 3.71
"
"The University Of Toronto","(Civil) Environmental And Water Resources Engineering", PhD (F18),Rejected , E-mail,16 Apr 2018,,,,,,I,21 Apr 2018,"International, Going to get master degree end of 2018 summer, TOEFL 88, no publication, no interview
Environmental Engineering both for UG & Master.
Master GPA 3.71, Undergrag GPA 3.06 
During master, attended the my country's most important project about the environment"
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,21 Apr 2018,,,,,,O,21 Apr 2018,"Seriously. Are they going to release the results after semester starts? They are not replying to the the mail or the phone calls, not even providing any updates. Not expected from one of the world class university. Anyone who received any updates for the results announcements?

"
"U Of Toronto","Civil Engineering Transportation", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,21 Apr 2018,"expected, no professor contacted me before"
"Stanford","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,21 Apr 2018,,,,,,O,21 Apr 2018,"No one pick up the call. It has been a week after deadline. Did they realize that they caused much inconvenience to many appicants? If so, they should finish going through the materials even if when it’s not working time! At least give some explanations and their schedule by email! Shaaaaame!"
"TAMU (Texas A & M University) College Station","Civil Engineering", Masters (F18),Accepted , Website,27 Mar 2018,,,,,,I,21 Apr 2018,""
"Columbia University (Fu Foundation)","Civil Engineering & Engineering Mechanics (CEM)", PhD (F18),Rejected , E-mail,19 Apr 2018 , 3.60,152,164,3.00, n/a,U,20 Apr 2018,"MS from UCLA (3.97/4)"
"GaTech (Georgia Institute Of Technology)","Civil Engineering ( Structural)", PhD (F18),Accepted , E-mail,30 Mar 2018 , 3.60,152,164,3.00, n/a,U,20 Apr 2018,"MS from UCLA (3.97/4), recommanded by one of POI's former colleagues. No funding."
"UCSD (University Of California, San Diego)","(Civil) Structural Engineering", PhD (F18),Accepted , Other,8 Mar 2018 , 3.60,152,164,3.00, n/a,U,20 Apr 2018,"MS from UCLA (3.97/4), got recommanded by POI's former post-doc and collegues. Invited to the open-house and was told there that I was admitted. Full financial support."
"Cornell  University","Civil Engineering ( Structural)", PhD (F18),Accepted , E-mail,16 Feb 2018 , 3.60,152,164,3.00, n/a,U,20 Apr 2018,"MS from UCLA (3.97/4), and had Skype with POI before submitting application. Full financial support."
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Other,20 Apr 2018,,,,,,I,20 Apr 2018,"To the post below, which number should I call? I called some of the numbers posted online but did not get the results."
"University Of British Columbia","(Civil) Environmental And Water Resources Engineering", Masters (F18),Rejected , E-mail,20 Apr 2018,,,,,,I,20 Apr 2018,"5/6 rejections for me. :("
"Stanford University","(Civil Engineering) Sustainable Design And Construction (sdc)", Masters (F18),Other , Phone,20 Apr 2018,,,,,,U,20 Apr 2018,"For those who are still waiting for the results, i believe if you call them now they will let you know the results immediately. Good luck all!"
"UC Davis","(Civil) Environmental And Water Resources Engineering", Masters (F18),Accepted , E-mail,19 Apr 2018 , 3.22,153,163,5.00, n/a,A,19 Apr 2018,"Finally heard back! So relieved."
"Stanford University","(Civil Engineering) Sustainable Design And Construction", PhD (F18),Rejected , E-mail,18 Apr 2018,,,,,,?,19 Apr 2018,"Good luck to everyone else!"
"Stanford","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,19 Apr 2018,,,,,,O,19 Apr 2018,"To the poster below, thanks for posting! How did you find out the decision? Is it on Applyweb?
Hope you already have better places to go to!"
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Rejected , Website,19 Apr 2018,,,,,,I,19 Apr 2018,"Congratulations to those who go in!"
"Stanford University","Civil Engineering - Sustainable Design And Construction (SDC)", Masters (F18),Other , Other,18 Apr 2018,,,,,,U,18 Apr 2018,"Does anyone think SDC will ever release admission decisions?
That can't be just unscrupulousness or delay."
"Carnege Mellon University","Civil Engineering", Masters (F18),Accepted , Website,15 Feb 2018 , 3.40,153,167,3.00, n/a,I,18 Apr 2018,""
"GaTech (Georgia Institute Of Technology)","(Civil) Structural Engineering", PhD (F18),Other , Website,29 Mar 2018,,,,,,I,18 Apr 2018,"Your application for admission in the Ph.D. in Civil Engineering program for thernFall 2018 semester in Georgia Tech's School of Civil and EnvironmentalrnEngineering has been carefully reviewed by the faculty. I regret to inform you thatrnyou were not among the individuals selected for admission. Our program receives arnlarge number of applications from highly qualified individuals and are able tornrecommend only a few students for admission into the graduate program each year.rnThank you for interest in our graduate program."
"University Of Waterloo (Canada)","Civil (Transportation Engineering)", PhD (F18),Rejected , Website,18 Apr 2018,,,,,,I,18 Apr 2018,""
"University Of Waterloo","(Civil) Environmental And Water Resources Engineering", Masters (F18),Rejected , Website,18 Apr 2018,,,,,,I,18 Apr 2018,"No email, no notification...nothing. You'd think that for the amount of money we pay in form of application fees, they'd at least have the decency to send an email but nope."
"University Of Texas At Austin (UT Austin)","Civil  & Environmental Engineering - Transportation Engineering", Masters (F18),Rejected , E-mail,18 Apr 2018,,,,,,I,18 Apr 2018,""
"University Of British Columbia","Civil Engineering", Masters (F18),Accepted , E-mail,17 Apr 2018,,,,,,I,18 Apr 2018,""
"Stanford","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,18 Apr 2018,,,,,,A,18 Apr 2018,"Anyone knows when this program will finally release all the decisions? Congrats to those who got in!"
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Wait listed , Other,18 Apr 2018,,,,,,A,18 Apr 2018,"To the poster below, first of all, congratulations! second, how much funding did they offer you? I'm curious."
"Stanford","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , E-mail,16 Apr 2018,,,,,,O,18 Apr 2018,"Received email from faculty. Offer with funding. He said the official letters will be received ""soon"" although I don't know how ""soon"" this could be. Anyone on the same boat? (Apparently this program is extremely competitive, as I was told by people who went to open house and faculty...). Good luck all!"
"U Of Toronto","Civil Engineering Transportation", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,""
"University Of Toronto","Civil Engineering ( Geotechnical )", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,"Great! They tell you no need to contact a supervisor and reject you when you apply without securing one. No worries at all, I already accepted a fully funded offer from another University."
"University Of Texas At Austin","Civil  & Environmental Engineering - Transportation Engineering", PhD (F18),Rejected , Website,17 Apr 2018,,,,,,I,17 Apr 2018,"This was my last chance to study PhD... good luck!"
"The University Of Toronto","Civil Engineering ( Structural)", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,"What a joke, they tell you not to contact a professor but reject you if you don't have one. Thank God I have better programs to choose from. Boy, bye!"
"Ryerson Univeristy","Civil Engineering", Masters (F18),Accepted , E-mail,12 Apr 2018,,,,,,U,17 Apr 2018,"To the poster below asking for funding, I didnt receive any funding as I applied in Coursework.
If you have Accepted the offer, and wish to contact me further, since we’ll be attending same program, you can mail me here: asifs97@outlook.com.
By the way! Anyone who accepted the offer for grad school at ryerson for this fall semester can join the group:
https://chat.whatsapp.com/IF0LRYmB7Lw3tNWAhduPHO

"
"The University Of Toronto","(Civil) Structural Engineering", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,"The bastards looted me of 120$😂"
"The University Of Toront","MASc Civil Engineering (Geotechnical)", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,"Really disappointed, anyways I got better schools like Berkeley. Congrats to those who are admitted!"
"University Of Toronto","Civil Engineering", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,"Rejected for MASc. 250 applications, 45 spaces. Currently being considered for MEng, should hear back again in 2 weeks as instructed."
"The University Of Toronto","(Civil) Environmental And Water Resources Engineering", Masters (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,""
"Ryerson University","Civil Engineering", Masters (F18),Accepted , E-mail,21 Mar 2018,,,,,,O,17 Apr 2018,"To the Civil Engineering poster below: Were you offered any sort of financial funding?"
"University Of Texas At Austin (UT Austin)","Civil Engineering Transportation", Masters (F18),Accepted , E-mail,17 Apr 2018,,,,,,U,17 Apr 2018,"To the ones admitted - What do you guys think about sharing an apartment near campus? We can study together :-)"
"TU Delft, Netherlands","Civil Engineering Geotech", Masters (F18),Accepted , E-mail,4 Apr 2018 , 3.00,144,155,3.00, n/a,I,17 Apr 2018,"5 years of field experience"
"(University Of California, Los Angeles (UCLA)","(Civil) Structural Engineering", Masters (F18),Other , Other,16 Apr 2018,,,,,,U,16 Apr 2018,"I've already accepted another school´s offer but it honestly is very annoying and insulting to not even receive a no by the deadline for people looking for financial aid. I received an email from them ages ago asking for some additional information and then nothing since."
"Stanford University","Civil And Environmental Engineering, Sustainable Design & Construction (SDC)", Masters (F18),Wait listed , Phone,16 Apr 2018,,,,,,A,16 Apr 2018,"I called SDC since my deadline to decide is today (even though I've already committed to Duke). I was told that no decision has been made on my application, though a few additional admits will be notified today. I was unaware but I'm  ""still on the wait list."""
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,16 Apr 2018,,,,,,O,16 Apr 2018,"Totally agree with posts below. I mean I am really disappointed with Stanford CEE. It has been four months and not even a single piece of explanation was provided by the admission office. They just do not care about the time and efforts of applicants at all. Going to Columbia instead."
"Stanford University","(Civil Engineering) Sustainable Design And Construction（SDC）", Masters (F18),Accepted , E-mail,15 Apr 2018,,,,,,U,15 Apr 2018,"Unofficial email from faculty. Don't worry and be patient. Admission letters will be sent out soon."
"The University Of Toronto","(Civil) Structural Engineering", Masters (F18),Other , Other,14 Apr 2018,,,,,,I,14 Apr 2018,"To the poster below, Congrats on the acceptance. Please can you share your profile? And when did you apply for the program?"
"McGill Univerisity","(Civil) Structural Engineering", Masters (F18),Other , Other,14 Apr 2018,,,,,,I,14 Apr 2018,"Congrats to the poster below. Please share your profile and how did they contact you? And when did you apply for the program? Please that would be a great help."
"The University Of Waterloo","(Civil) Structural Engineering", Masters (F18),Accepted , E-mail,12 Apr 2018,,,,,,U,14 Apr 2018,""
"McGill Univerisity","(Civil) Structural Engineering", Masters (F18),Accepted , E-mail,13 Apr 2018,,,,,,U,14 Apr 2018,""
"The University Of Toronto","(Civil) Structural Engineering", Masters (F18),Accepted , E-mail,11 Apr 2018,,,,,,U,14 Apr 2018,""
"Stanford University","(Civil) Structural Engineering", PhD (F18),Rejected , E-mail,14 Apr 2018,,,,,,I,14 Apr 2018,""
"(University Of California, Los Angeles (UCLA)","Civil Engineering", Masters (F18),Accepted , E-mail,3 Mar 2018 , n/a,154,159,3.50, n/a,O,14 Apr 2018,""
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Website,13 Apr 2018,,,,,,U,13 Apr 2018,"I applied to six schools and Stanford SDC accepted me back in february, they didnt tell me how much aid I was getting till two days ago. I heard back from berkeley a week ago and I still havent heard back from UCLA. This is not a Stanford SDC thing, typically if they haventent responded its cause theyre not interested, I agree it pisses me off too, I cant believe UCLA hasnt responded to me either. rnrnI wouldnt ask for my money back because it is nonrefundable when you apply, youre just gonna look like a fool and burn some bridges. I would suggest just move on if you got into another school like berkeley. I will similarly be ignoring how much UCLA disrespected me and pissed me off"
"Stanford University","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,13 Apr 2018,,,,,,?,13 Apr 2018,"To the poster below, we are on the same boat. Applied before the second deadline and still didn't hear back from them."
"Stanford","(Civil Engineering) Sustainable Design And Construction", Masters (F18),Other , Other,13 Apr 2018,,,,,,A,13 Apr 2018,"retweet post below"
