"Portland State University (PDX)","Geology","Masters (F19)","Rejected"," E-mail","1 Mar 2019","","","","","","A","1 Mar 2019","Expected. Middling GRE and GPA, and knew funding was going to be an issue."
"University Of British Columbia","Geology","PhD (F19)","Wait listed"," E-mail","28 Feb 2019","","","","","","U","28 Feb 2019","troubled!"
"Baylor University","Geology","Masters (F19)","Rejected"," Other","27 Feb 2019","","","","","","","27 Feb 2019","Email from POI that there were a lot of people who applied, and my GRE scores were a little too low. Good luck to everyone else!!"
"University Of Texas at Austin","Geology","Masters (F19)","Rejected"," Website","27 Feb 2019","","","","","","","27 Feb 2019",""
"Utah State University","Geology","Masters (F19)","Accepted"," E-mail","18 Feb 2019","","","","","","A","26 Feb 2019","Invited for visit a week after application the deadline; accepted a week after the visit"
"Massachusetts Institute Of Technology (MIT) Woods Hole Oceanographic Institution (WHOI)","MIT-WHOI Joint Program: Marine Geology & Geophysics","PhD (F19)","Rejected"," E-mail","25 Feb 2019","  3.14","162","161","4.50","","A","26 Feb 2019",""
"Ohio University (Athens)","Geology","Masters (F19)","Other"," E-mail","25 Feb 2019","  3.40","148","146","4.00","","A","25 Feb 2019","Notified by POI about the program and an offer will be arriving later in March."
"University Of Oklahoma","Geology","Masters (F19)","Accepted"," E-mail","22 Feb 2019","  3.70","152","155","4.00","","A","25 Feb 2019",""
"Yale Graduate School Of Arts And Sciences","Geology And Geophysics","PhD (F19)","Accepted"," E-mail","25 Feb 2019","","","","","","I","25 Feb 2019",""
"California Institute Of Technology","Geology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","","","","","","I","24 Feb 2019","It's the fit that really matters!"
"California Institute Of Technology (Caltech)","Geology","PhD (F19)","Rejected"," E-mail","23 Feb 2019","","","","","","A","22 Feb 2019","Emailed advisor and they let me know I was rejected 2 weeks ago. Got the official email today."
"California Institute Of Technology (Caltech)","Geology And Planetary Science (GPS)","PhD (F19)","Rejected"," E-mail","23 Feb 2019","  3.81","167","166","6.00","860","A","22 Feb 2019",""
"Ohio University (Athens)","Geology","Masters (F19)","Wait listed"," E-mail","21 Feb 2019","","","","","","","22 Feb 2019",""
"Kansas State University","Geology","Masters (F19)","Accepted"," E-mail","20 Feb 2019","","","","","","","20 Feb 2019",""
"University Of Cincinnati","Geology","PhD (F19)","Rejected"," E-mail","20 Feb 2019","  3.93","165","168","0.00","","A","20 Feb 2019",""
"Kansas State University","Geology","Masters (F19)","Accepted"," E-mail","20 Feb 2019","","","","","","","20 Feb 2019","Unofficial email from POI, funded with a GTA. I had a lot of research experience, good gpa, and average GRE scores. Expecting an official email soon."
"Northern Arizona University","Geology","Masters (F19)","Accepted"," E-mail","3 Feb 2019","","","","","","","18 Feb 2019",""
"University Of South Carolina","Geology","PhD (F19)","Accepted"," E-mail","18 Feb 2019","","","","","","A","18 Feb 2019",""
"Yale University","Geology & Geophysics","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","A","17 Feb 2019",""
"MIT-WHOI Joint Program","Marine Geology And Geophysics","PhD (F19)","Accepted"," E-mail","13 Feb 2019","","","","","","A","15 Feb 2019",""
"MIT-WHOI Joint Program","Marine Geology & Geophysics","PhD (F19)","Accepted"," E-mail","13 Feb 2019","  3.63","170","167","5.50","","A","13 Feb 2019",""
"MIT-WHOI Joint Program","Marine Geology & Geophysics","PhD (F19)","Accepted"," E-mail","13 Feb 2019","","","","","","A","13 Feb 2019",""
"Yale University","Geology","PhD (F19)","Rejected"," E-mail","12 Feb 2019","","","","","","A","12 Feb 2019","Attended the open house, heard from dept two days later"
"University Of Montana State","Geology","Masters (F19)","Rejected"," E-mail","12 Feb 2019","","","","","","A","12 Feb 2019",""
"University Of Colorado Boulder (CU Boulder)","Geology","Masters (F19)","Accepted"," E-mail","7 Feb 2019","","","","","","A","7 Feb 2019",""
"Colorado School Of Mines","Geology","Masters (F19)","Accepted"," E-mail","5 Feb 2019","","","","","","A","6 Feb 2019","Email acceptance from POI with funding and visit info. Official acceptance is not on the application portal yet."
"Penn State University","Geology","Masters (F19)","Accepted"," E-mail","5 Feb 2019","","","","","","A","5 Feb 2019","Had a lot of research experience, low GPA, kept in contact with POI and attended Open House"
"University Of Maryland College Park","Geology","PhD (F19)","Accepted"," E-mail","4 Feb 2019","  3.90","157","158","6.00","","I","4 Feb 2019","MSc. degree from a Canadian university 
Applied to be with a different POI than the one I was contacted
No interview, but skyping with POI tomorrow
~28k funding and tuition remission"
"University Of Houston","Geology","PhD (F19)","Interview"," E-mail","4 Feb 2019","","","","","","A","4 Feb 2019","Invitation to Recruiment Event to tour and interview. Decent GPA, high GRE, 4 publications."
"University Of Maryland College Park","Geology","PhD (F19)","Accepted"," E-mail","4 Feb 2019","","","","","","A","4 Feb 2019","Had an interview with POI last week, and got an email today."
"Texas A & M University (TAMU)","Geology","Masters (F18)","Accepted"," E-mail","1 Feb 2019","","","","","","A","1 Feb 2019",""
"Colorado School Of Mines","Geology","PhD (F19)","Accepted"," E-mail","29 Jan 2019","","","","","","I","29 Jan 2019","Unofficial email of acceptance from POI.  Had an interview in November and been in contact since. We also met at AGU."
"Louisiana State University (LSU)","Geology And Geophysics","Masters (F19)","Accepted"," E-mail","18 Jan 2019","","","","","","A","24 Jan 2019",""
"University Of South Carolina","Geology","PhD (F19)","Interview"," E-mail","18 Jan 2019"," ","156","161","4.50","","A","22 Jan 2019",""
"Yale Graduate School Of Arts And Sciences","Geology And Geophysics","PhD (F19)","Interview"," E-mail","15 Jan 2019","","","","","","","15 Jan 2019","Invited to Open House."
"TAMU (Texas A&M University) College Station","Geology","Masters (F18)","Rejected"," Postal Service","30 May 2018","","","","","","","15 Jun 2018",""
"Louisiana State University ( LSU )","Geology","Masters (F18)","Rejected"," E-mail","7 May 2018","","","","","","","7 May 2018",""
"Texas Tech (TTU)","Geology","Masters (F18)","Rejected"," E-mail","24 Apr 2018","","","","","","","30 Apr 2018",""
"Florida State University, University Of Louisiana-Lafayette","Geology","Masters (F18)","Accepted"," E-mail","15 Mar 2018","","","","","","A","27 Apr 2018","Got accepted with full funding but decided to turn down the offer due to receiving a better one."
"UC Davis","Geology","Masters (F18)","Rejected"," E-mail","26 Apr 2018","","","","","","A","26 Apr 2018","Very late notice. But this is new: ""The program to which you applied indicated the following as the reason(s) that you were not selected for admission: Academic work is not as competitive as that of other applicants."""
"Florida State University","Geological Sciences (Geology)","Masters (F18)","Accepted"," E-mail","25 Apr 2018","  3.52","155","149","3.50","","A","26 Apr 2018","Was accepted but without assistance (funding). Will most likely be declining"
"New Mexico State University (NMSU)","Department Of Geology","Masters (F18)","Wait listed"," E-mail","24 Apr 2018","","","","","","A","24 Apr 2018","I am still currently on the waitlist. I am hopeful to get in still. This is my dream school. Please if you have better offers or don’t plan on taking it, please decline and help make my graduate school dreams come true. Thank you!"
"Western Washington University (WWU)","Dept. Of Geology","Masters (F18)","Rejected"," E-mail","15 Mar 2018","","","","","","","22 Apr 2018","Email from POI stating that there was no funding, and therefore could not offer me admission."
"University Of Texas El Paso (UTEP)","Geology","Masters (F18)","Rejected"," Website","19 Apr 2018","","","","","","","22 Apr 2018","Found I was rejected after checking the website, no email. I already accepted elsewhere so no big deal at all!"
"The University Of Tennessee (Knoxville)","Geological Sciences (Geology)","PhD (F18)","Rejected"," E-mail","17 Apr 2018","  3.50","156","156","4.50","","A","17 Apr 2018","My POI seemed interested, but informed me that they were going on sabbatical next year. I failed to really make a really good connection with any other adviser."
"UC Davis","Geological Sciences (Geology)","PhD (F18)","Rejected"," E-mail","6 Apr 2018","","","","","","I","15 Apr 2018","Have contacted with PI. But still got the bad news."
"New Mexico Institute Of Mining And Technology (NMT)","Geology","Masters (F18)","Accepted"," E-mail","13 Apr 2018","","","","","","A","14 Apr 2018","Accepted without funding"
"University Of Utah","Geology","PhD (F18)","Rejected"," E-mail","2 Apr 2018","  3.40","155","160","4.50","","A","12 Apr 2018","totes fine, was no cash for me anyway"
"Montana State University","Geology","PhD (F18)","Rejected"," E-mail","6 Apr 2018","  3.40","155","160","4.50","","A","12 Apr 2018","very bad at communicating.....oh well 'tis but a flesh wound"
"University Of Hawaii At Manoa (UHM)","Geology And Geophysics","PhD (F18)","Accepted"," E-mail","9 Apr 2018","  3.76","168","162","5.00","","A","10 Apr 2018",""
"The University Of South Carolina","Geology","Masters (F18)","Other"," Other","10 Apr 2018","","","","","","I","10 Apr 2018","Has anyone heard from Geology Ms program??"
"University Of Delaware","Geological Sciences (Geology)","Masters (F18)","Accepted"," E-mail","2 Apr 2018","  3.90","159","154","4.50","","","9 Apr 2018","Fully funded! :)"
"University Of Delaware (UDel)","Geological Sciences (Geology)","PhD (F18)","Accepted"," E-mail","6 Apr 2018","  3.41","152","154","4.50","","A","8 Apr 2018","Full funding. Most likely will be accepting. This was my top choice, so excited! The GPA listed is my grad GPA."
"UC Davis","Geology","PhD (F18)","Rejected"," Website","6 Apr 2018","","","","","","A","6 Apr 2018",""
"ีUniversity Of Maryland - College Park (UMD)","Geology","PhD (F18)","Rejected"," Website","5 Apr 2018","","","","","","A","5 Apr 2018","Status changed to ""Under graduate school review"" yesterday, and ""Application decision available"" today. Pretty bummed."
"ีUniversity Of Maryland - College Park (UMD)","Geology","PhD (F18)","Rejected"," Website","5 Apr 2018","","","","","","I","5 Apr 2018","Expected at this timing"
"Univeristy Of Texas At Austin","Geology","Masters (F18)","Rejected"," E-mail","3 Apr 2018","  3.52","155","149","3.50","","A","3 Apr 2018","Apparently they had over 400 applicants so I am not surprised"
"New Mexico State (NMSU)","Geology","Masters (F18)","Wait listed"," E-mail","3 Apr 2018","","","","","","A","3 Apr 2018","Was sent an email saying they haven’t finalized their cohort and that I am under consideration. I am assuming that means waitlisted? If so, if you got an offer from New Mexico State and don’t plan on going please let them know soon! This is my top choice for graduate school."
"Tulane  University","Geology","Masters (F18)","Accepted"," E-mail","15 Mar 2018","  3.74","156","154","4.50","","A","3 Apr 2018","Denied offer to attend a school of similar caliber. Attended interviews and genuinely enjoyed it, but found a stronger fit with faculty and research at a TX school."
"University Of Louisiana - Lafayette","Geology","Masters (F18)","Accepted"," E-mail","15 Feb 2018","  3.75","156","154","4.50","","A","3 Apr 2018","Was accepted pretty early into the season, but denied the offer. They have a great set of faculty with lots of connections, though LA is not the place for me."
"The University Of Tennessee Knoxville (UTK)","Geology","Masters (F18)","Wait listed"," Other","3 Apr 2018","  3.75","156","154","4.50","","A","3 Apr 2018","Assuming I have been waitlisted, not a problem though; I got into a school with a better research fit regardless, which means the most to me. Sending a withdraw of my application soon."
"Southern Illinois University (SIU) Carbondale","Geology","Masters (F18)","Accepted"," E-mail","8 Mar 2018","  3.00","157","142","2.00","","I","2 Apr 2018",""
"The University Of Nevada, Reno","Geology","Masters (F18)","Rejected"," Website","30 Mar 2018","","","","","","A","31 Mar 2018","Honestly, I'm not really all that surprised. It's the end of March, so realistically, if you haven't heard anything yet, it's either a rejection or a waitlist."
"Univeristy Of Texas Austin, University Of Alabama, Florida State University","Geology","Masters (F18)","Other"," Other","30 Mar 2018","","","","","","A","30 Mar 2018","Has anyone heard from these schools yet? I have heard nothing and I am getting super nervous"
"Western Washington University","Department Of Geology","Masters (F18)","Accepted"," Phone","23 Mar 2018","","","","","","A","29 Mar 2018","Offer from POI over phone. Admission letter and funding letters received shortly after."
"University Of Houston","Geology","Masters (F18)","Accepted"," E-mail","28 Mar 2018","","","","","","","29 Mar 2018","Accepted as a non-thesis with the option to change if I prove myself worthy"
"University Of California, Davis (UC Davis, UCD)","Department Of Geology","PhD (F18)","Other"," Other","27 Mar 2018","","","","","","O","27 Mar 2018","Hello to the applicants for 2018 Fall, have any of you received any kind of result? No matter rejection, admission, or offer. Plz post if you have. Thanks"
"University Of Louisiana At Lafayete","Geology","Masters (F18)","Accepted"," E-mail","26 Mar 2018","","","","","","A","26 Mar 2018","Received Acceptance back in late Feb.rnAwarded Teaching assistantship late march. This school is very disorganized, luckily received an offer somewhere else with better funding."
"The University Of Colorado Boulder","Geology","PhD (F18)","Rejected"," Website","23 Mar 2018","","","","","","A","25 Mar 2018","didnt want to live in a really cool place with great rocks anyway :')"
"Rutgers","Geology","Masters (F18)","Rejected"," E-mail","24 Mar 2018","","","","","","A","25 Mar 2018","Really disappointed, this was my number one. I was in contact with multiple faculty members there and they all conveyed a positive result to me. I was even invited to apply to one of their research programs, so I'm not entirely sure how this happened. Just really disappointed, I didn't even get a personal email, just a standard form from the school itself."
"CU Boulder","Earth Sciences - Geology","Masters (F18)","Rejected"," E-mail","22 Mar 2018","","","","","","A","24 Mar 2018","Let's be honest, we knew this was coming. Like how they just don't look at you the same way anymore. How their touch suddenly becomes the touch of a stranger. Twilight is falling on the world of graduate admissions, soon only the stars will illuminate your path."
"UC Santa Barbara (UCSB)","Geology","Masters (F18)","Rejected"," E-mail","22 Mar 2018","","","","","","O","22 Mar 2018",""
"University Of California Santa Barbara (UCSB)","Department Of Geology","PhD (F18)","Rejected"," Website","22 Mar 2018","","","","","","A","22 Mar 2018",""
"Ohio University (Athens)","Dept. Of Geology","Masters (F18)","Wait listed"," E-mail","9 Mar 2018","","","","","","I","22 Mar 2018","Wait listed for funding"
"Missouri S & T","Geology & Geophysics","Masters (F18)","Accepted"," E-mail","20 Mar 2018","","","","","","I","22 Mar 2018","Without Funding :("
"The University Of Colorado, Boulder","Geology","Masters (F18)","Rejected"," E-mail","21 Mar 2018","  3.30","163","162","4.50","","A","21 Mar 2018",""
"Missisipi State University","Geology","Masters (F18)","Accepted"," E-mail","21 Mar 2018","","","","","","","21 Mar 2018","Got email informing of acceptance. Now trying to make a decision between here and Auburn."
"North Carolina State University","Geology","Masters (F18)","Rejected"," E-mail","19 Feb 2018","","","","","","A","21 Mar 2018",""
"Western Washington University (WWU)","Geology","Masters (F18)","Rejected"," E-mail","14 Mar 2018","","","","","","A","21 Mar 2018",""
"Oklahoma University","Geology","Masters (F18)","Rejected"," E-mail","28 Feb 2018","","","","","","A","20 Mar 2018",""
"Colorado State University (Fort Collins)","Department Of Geology","Masters (F18)","Other"," E-mail","19 Mar 2018","","","","","","A","20 Mar 2018","Emailed POI, he said that funding for me is not looking good, but it's not certain yet which is why I haven't heard anything official."
"University Of Colorado, Boulder","Geology","PhD (F18)","Rejected"," Other","20 Mar 2018","  3.40","165","155","4.50","","A","20 Mar 2018","Emailed POI about status- was funding was very low this cycle so he couldn’t take a student. Was informed that 300+ people applied, and the funding was allotted to applicants with the highest GRE and GPA combo. 
3 strong LORs/ conference pubs/internship/active research. Best of luck to those who were admitted! Gonna go cry to my rock collection ttyl"
"The University Of Alabama (Tuscaloosa)","Geology","Masters (F18)","Rejected"," E-mail","19 Mar 2018","","","","","","A","20 Mar 2018",""
"New Mexico Institute Of Mining And Technology (NMT)","Geology","Masters (F18)","Accepted"," E-mail","7 Mar 2018","","","","","","","16 Mar 2018","Was accepted with a TA position after attending their recruitment weekend."
"TAMU (Texas A & M University)","Geology","Masters (F18)","Wait listed"," E-mail","15 Mar 2018","  2.60","158","162","4.50","","A","15 Mar 2018",""
"University Of Wisconsin- Madison","Geology","Masters (F18)","Rejected"," E-mail","12 Mar 2018","","","","","","A","14 Mar 2018",""
"University Of Wisconsin - Madison","Geology, Earth Sciences","PhD (F18)","Rejected"," E-mail","13 Mar 2018","","","","","","A","13 Mar 2018","I didn't get in contact with my POI (they were not responding to emails) so I didn't expect an acceptance. Congrats to everyone who got in!"
"The University Of Arizona, University Of Wisconsin- Madison","Department Of Geology","Masters (F18)","Rejected"," E-mail","12 Mar 2018","","","","","","A","12 Mar 2018",""
"Southern Iliinois University Carbondale","Department Of Geology","Masters (F18)","Accepted"," E-mail","8 Mar 2018","","","","","","A","12 Mar 2018","Admitted to program but not offered a GAship. Sounds like they only have a few to offer every year and more than  likely offer them to current students."
"Montana State University - Bozeman","Earth Sciences - Geology","PhD (F18)","Rejected"," E-mail","9 Mar 2018","  3.40","157","148","3.50","","A","11 Mar 2018","Professor e-mailed to inform of rejection. Automated system still says ""under review"""
"‌Boston College","Earth Sciences - Geology","Masters (F18)","Rejected"," Postal Service","9 Mar 2018","","","","","","A","9 Mar 2018",""
"The University Of Colorado, Boulder","Geology","PhD (F18)","Rejected"," E-mail","19 Feb 2018","","","","","","A","9 Mar 2018",""
"Florida State University (FSU)","Geology","Masters (F18)","Accepted"," E-mail","26 Feb 2018","","","","","","A","7 Mar 2018",""
"Temple University","Geology","Masters (F18)","Accepted"," E-mail","5 Mar 2018","  3.90","159","154","4.50","","","7 Mar 2018","Fully funded"
"The University Of Tennessee Knoxville (UTK)","Dept. Of Geology","Masters (F18)","Accepted"," E-mail","29 Jan 2018","","","","","","A","7 Mar 2018",""
"Buffalo University","Department Of Geology","Masters (F18)","Accepted"," E-mail","6 Mar 2018","","","","","","A","6 Mar 2018","I applied as MS but was accepted as MA
Any suggestions?"
"MIT-WHOI Joint Program","Marine Geology And Geophysics","PhD (F18)","Rejected"," E-mail","5 Mar 2018","  3.55","158","170","4.00","","I","6 Mar 2018","Not surprised to receive the rejection email."
"Rice Uniersity","Earth Sciences - Geology","Masters (F18)","Accepted"," E-mail","2 Mar 2018","","","","","","A","5 Mar 2018","Accepted in Professional masters program in subsurface geoscience. No funding. 3 semesters long. Gets you prepared solely for exploration"
"University Of Pittsburgh","Geology","PhD (F18)","Accepted"," Phone","2 Mar 2018","  4.00","165","170","6.00","","I","3 Mar 2018","Accepted via phone, almost fully funded, super excited was top choice."
"Western Washington University","Geological Sciences (Geology)","Masters (F18)","Accepted"," E-mail","1 Mar 2018","  2.60","158","162","4.50","","A","2 Mar 2018","POI emailed me with unofficial acceptance. Funding offer to come."
"The University Of Oklahoma(Norman)","Geology","Masters (F18)","Rejected"," E-mail","28 Feb 2018","  3.58","159","151","4.50","","A","1 Mar 2018",""
"University Of Arkansas, Fayetteville","Geology","Masters (F18)","Accepted"," E-mail","1 Mar 2018","  3.52","163","149","3.50","","A","1 Mar 2018","Accepted via email, fully funded, assistantship with stipend + scholarship"
"University Of Hawaii - Manoa","Geology And Geophysics","Masters (F18)","Accepted"," E-mail","27 Feb 2018","","","","","","A","28 Feb 2018","Got accepted, calling soon to figure out funding logistics"
"The University Of Oklahoma(Norman)","Geology","Masters (F18)","Rejected"," E-mail","28 Feb 2018","","","","","","A","28 Feb 2018",""
"Texas Christian University (TCU)","Geology","Masters (F18)","Accepted"," E-mail","23 Feb 2018","","","","","","A","28 Feb 2018","Undergrad research experience and 2 years of O&G experience. Fully funded TA position."
"Baylor University","Geology","Masters (F18)","Accepted"," E-mail","27 Feb 2018","  3.75","156","154","4.50","","A","27 Feb 2018","Several undergraduate studies, annual GSA poster, sectional GSA presentation, attended the prospective student interviews, kept in contact with several professors and my POI. Had 3 strong letters. Absolutely thrilled!"
"Baylor University","Geology","Masters (F18)","Rejected"," E-mail","26 Feb 2018","","","","","","A","27 Feb 2018","I did not attend any interview weekends or departmental visits. I was given no reason for rejection"
"Baylor University, Texas","Geology","Masters (F18)","Other"," Other","27 Feb 2018","","","","","","O","27 Feb 2018","To the geology poster below, can you share more about your admission process? Did you attend any visits with the dept and were there any specific reasons they denied you listed in the email? Sorry about the bad news."
"Baylor University, Texas","Geology","Masters (F18)","Rejected"," E-mail","26 Feb 2018","  3.52","155","149","3.00","","A","27 Feb 2018","Pretty cold email from the grad director"
"The University Of Arkansas  - Fayetteville","Geology","Masters (F18)","Accepted"," E-mail","26 Feb 2018","  3.30","162","160","4.50","","A","26 Feb 2018","Invited to prospective student visit next week. 1 year of research experience"
"The University Of Arkansas - Fayettevillef Arkansas - Fayetteville","Geology","Masters (F18)","Interview"," E-mail","26 Feb 2018","  3.11","163","153","4.00","","A","26 Feb 2018","Emailed an invite to the prospective student weekend occurring next week."
"The University Of Wyoming","Geology And Geophysics","Masters (F18)","Accepted"," E-mail","23 Feb 2018","  3.10","163","153","4.00","","A","25 Feb 2018","Received offer letter from dept. chair the day after I returned from a 3 day invited visit"
"West Virginia University","Geology","Masters (F18)","Accepted"," E-mail","14 Feb 2018","  3.68","166","157","4.50","","A","25 Feb 2018","Personal email, no portal links, funding offered within email"
"Texas Christian University (TCU)","Geology","Masters (F18)","Accepted"," E-mail","23 Feb 2018","","","","","","A","23 Feb 2018","Accepted but no TA position"
"West Virginia University (WVU)","Dept. Of Geology","Masters (F18)","Accepted"," E-mail","14 Feb 2018","","","","","","A","22 Feb 2018",""
"ีUniversity Of Maryland - College Park (UMD)","Geology","Masters (F18)","Rejected"," E-mail","13 Feb 2018","","","","","","I","21 Feb 2018","Latin american student, GRE above 60% on all percentiles, 114 TOEFL, no research exp. Normal rejection letter via email."
"The University Of Memphis","Geology","Masters (F18)","Rejected"," Postal Service","16 Feb 2018","","","","","","A","21 Feb 2018","Strong LOR, two years of research experience both in the lab and the field, study abroad in Poland. Lower end on GPA. 3.0"
"Texas Christian University (TCU)","Department Of Geology","Masters (F18)","Accepted"," E-mail","20 Feb 2018","  3.50","149","155","3.50","","A","20 Feb 2018",""
"University Of Iowa","Geoscience (Geology)","Masters (F18)","Rejected"," E-mail","20 Feb 2018","","","","","","A","20 Feb 2018","anticipated; the faculty member i wanted to work under decided to not take any more graduate students"
"Western Washington University","Dept. Of Geology","Masters (F18)","Accepted"," E-mail","17 Feb 2018","","","","","","","20 Feb 2018","Emailed by POI stating acceptance, funding will come as a second acceptance letter as I'm told."
"Kent State University","Department Of Geology","Masters (F18)","Rejected"," E-mail","19 Feb 2018","","","","","","I","19 Feb 2018",""
"West Virginia Univeristy","Dept. Of Geology","Masters (F18)","Accepted"," E-mail","14 Feb 2018","  3.72","154","165","3.00","","I","15 Feb 2018","Email from grad coord with admission letter, followed by email from PI with research description. Full funding through TA."
"Yale","Dept. Of Geology","PhD (F18)","Accepted"," E-mail","5 Feb 2018","","","","","","A","13 Feb 2018","Past Experience:rn-Yearly field work since 2014, including international workrn-Two publicationsrn-Scholarships amounting to over $40,000, Sigma Xi research grant valued at $720rn-Reviewed Journal Articlesrn-Two years museum experiencern-Master's Degreern-Five semesters teaching 3 different lab coursesrn-2 outstanding graduate student awards"
"Pitt","Geology - Climate Science","PhD (F18)","Accepted"," Phone","7 Feb 2018","  3.80","162","170","5.00","","A","10 Feb 2018","This was my first time applying to Pitt, was also the only school that I applied to so I am thankful I got accepted with what sounds like full funding."
"University Of Pittsburgh","Geological And Environmental Sciences (Geology)","PhD (F18)","Accepted"," Phone","8 Feb 2018","  3.93","165","165","6.00","","A","10 Feb 2018","Undergrad completed at Pitt. No research experience. Fully funded."
"ีUniversity Of Maryland - College Park","Geology","Masters (F18)","Accepted"," E-mail","7 Feb 2018","","","","","","I","10 Feb 2018",""
"Colorado State University (CSU)","Dept. Of Geology & Geophysics","Masters (F18)","Rejected"," E-mail","9 Feb 2018","","","","","","A","9 Feb 2018","Emailed the POI to check on status. He responded that I was a good candidate but that my GRE kicked out my application. Sucks but its whatever. I have presented research at GSA, worked on multiple research projects, and taken multiple classes within my field of study. I met with him at GSA and he was very pleasant. He said it was the most competitive semester he has seen, Good luck!"
"NIU - Northern Illinois University","Geology","PhD (F18)","Accepted"," E-mail","8 Feb 2018","","","","","","A","8 Feb 2018","Adviser emailed to inform me of acceptance and funding"
"The University Of Colorado, Boulder","Geological Sciences (Geology)","PhD (F18)","Accepted"," E-mail","8 Feb 2018","","","","","","A","8 Feb 2018",""
"University Of Pittsburgh","Geology","PhD (F18)","Other"," Other","8 Feb 2018","","","","","","A","8 Feb 2018","Anyone hear anything from Pittsburgh? Anything about interview or admission. I got an interview but haven't gotten anything else since then.. anyone here got admission or interview? Masters or PhD? Kinda getting worried now.. :/"
"University Of Wyoming - Laramiersity","Geology And Geophysics","Masters (F18)","Interview"," E-mail","8 Feb 2018","","","","","","A","8 Feb 2018","Received an email from the chair of graduate admissions to visit UW at their expense"
