"UMass Amherst / University Of Massachusetts Amherst","Chemical Engineering", Masters (F18),Accepted , E-mail,20 Apr 2018,,,,,,I,23 Apr 2018,"Accepted but no word on funding."
"IIT(Illinois Institute Of Technology)","Chemical Engineering", PhD (F18),Other , E-mail,22 Apr 2018,,,,,,O,22 Apr 2018,"Application status disappeared, instead, this message appeared in the portal:""Student Type: First Year"". Anyone knows what it means?"
"TAMU (Texas A & M University) College Station","Advanced Chemical Engineering", PhD (F18),Rejected , Website,21 Apr 2018,,,,,,U,21 Apr 2018,"No email.. on AIS website... expected"
"      University Of South Florida (USF)","Chemical Engineering", PhD (F18),Accepted , E-mail,17 Apr 2018 , 3.14,163,168,4.00, n/a,A,19 Apr 2018,"First acceptance, still waiting for 4 other schools, 1a/10r/4w"
"Cornell  University","Chemical Engineering", PhD (F18),Rejected , E-mail,18 Apr 2018,,,,,,I,19 Apr 2018,"waiting for it for a long time, still failed"
"Cornell  University","Chemical Engineering", PhD (F18),Rejected , E-mail,18 Apr 2018,,,,,,U,18 Apr 2018,""
"Cornell  University","Chemical Engineering", PhD (F18),Rejected , E-mail,18 Apr 2018,,,,,,I,18 Apr 2018,"Probably the worst possible rejection mail drafted. Stupid people and a sh**ty school anyway"
"(Tufts University)","Biochemical & Chemical Engineering", PhD (F18),Rejected , Website,17 Apr 2018,,,,,,U,17 Apr 2018,"Does anyone get accepted by this department?"
"UCLA","Biomolecular And Chemical Engineering", Masters (F18),Other , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,"got an interview with POI and then received a department admission letter,, but my status hasn't changed and I didn't received official letter from graduate division, so I am not sure if this means final admission"
"Louisiana State University ( LSU )","Chemical Engineering", PhD (F18),Accepted , E-mail,23 Feb 2018 , 3.38,159,170,4.50, n/a,I,17 Apr 2018,"TOEFL iBT: 110"
"NC State (NCSU)","Chemical Engineering", PhD (F18),Rejected , E-mail,17 Apr 2018 , 3.62,153,166,4.50, n/a,I,17 Apr 2018,""
"NC State (NCSU)","Biomolecular And Chemical Engineering", PhD (F18),Rejected , E-mail,17 Apr 2018,,,,,,I,17 Apr 2018,""
"NC State (NCSU)","Biomolecular And Chemical Engineering", PhD (F18),Rejected , E-mail,17 Apr 2018 , 3.60,157,169,3.50, n/a,I,17 Apr 2018,""
"ีUniversity Of Maryland - College Park (UMD)","Bioengineering (Chemical And Biomolecular Engineering)", PhD (F18),Accepted , Website,17 Apr 2018,,,,,,U,17 Apr 2018,"After all these years, I am going back to Maryland..."
"UCLA","Chemical Engineering", PhD (F18),Accepted , E-mail,17 Apr 2018,,,,,,A,17 Apr 2018,"Finally! Will accept the offer."
"Washington Sate University (WSU)","Advanced Chemical Engineering", PhD (F18),Wait listed , E-mail,17 Apr 2018,,,,,,U,17 Apr 2018,"The first offers are all out. Please if you have a better offer, decline your offer. Thank you!"
"ีUniversity Of Maryland - College Park (UMD)","Biochemical & Chemical Engineering", PhD (F18),Rejected , E-mail,16 Apr 2018,,,,,,I,16 Apr 2018,""
"ีUniversity Of Maryland - Baltimore County (UMBC)","Chemical, Biochemical And Environmental Engineering", PhD (F18),Accepted , E-mail,13 Apr 2018 , 3.08,149,167,3.00, n/a,I,16 Apr 2018,"full tuition waiver + good yearly stipend . Had a Skype interview earlier."
"Cornell University","Chemical Engineering", PhD (F18),Other , Other,16 Apr 2018,,,,,,O,16 Apr 2018,"I am also waiting for the decision mail. Nothing comes yet"
"Cornell Univeresity","Chemical & Biomolecular Engineering", PhD (F18),Other , Other,15 Apr 2018,,,,,,U,15 Apr 2018,"Is there anyone still waiting for Cornell, or could anyone have contacted the department share your info?"
"(University Of California, Los Angeles (UCLA)","Advanced Chemical Engineering", PhD (F18),Other , Other,15 Apr 2018,,,,,,I,15 Apr 2018,"To the poster below, the official decision-making date is changed for all universities or its only for UCLA?"
"Carnegie  Mellon University","Advanced Chemical Engineering", PhD (F18),Accepted , E-mail,15 Apr 2018,,,,,,U,15 Apr 2018,"Best of luck to everyone !"
"(University Of California, Los Angeles (UCLA)","Biochemical & Chemical Engineering", PhD (F18),Other , Other,14 Apr 2018 , 3.48,160,169,3.50, n/a,?,14 Apr 2018,"To the one admitted on April 11, Congrats!!!! Can you post your profile?"
"UCLA","Biochemical & Chemical Engineering", PhD (F18),Accepted , E-mail,11 Apr 2018,,,,,,I,14 Apr 2018,"Finally. After 5 phd rejections and 1 ms acceptance."
"Carnagie Mellon University (CMU)","Advanced Chemical Engineering", PhD (F18),Rejected , E-mail,11 Apr 2018,,,,,,I,14 Apr 2018,""
"Texas A & M University (TAMU) College Station","Chemical Engineering", PhD (F18),Other , Other,14 Apr 2018,,,,,,U,14 Apr 2018,"Anyone still waiting for TAMU..."
"ีUniversity Of Maryland - College Park (UMD)","Biochemical & Chemical Engineering", PhD (F18),Wait listed , E-mail,13 Apr 2018 , 3.48,161,170,3.50, n/a,I,13 Apr 2018,"Waitlisted. Please reject the offer if you are not interested. UMD is my last chance to receive an admit. Thank You!!!"
"Virginia Polytechnic And State University (Virginia Tech)","Advanced Chemical Engineering", PhD (F18),Other , Other,13 Apr 2018,,,,,,I,13 Apr 2018,"I just declined the offer from virginia tech, hope this can help who is in waitlist."
"""University Of Washington (Seattle)","Chemical Engineering", PhD (F18),Accepted , E-mail,12 Apr 2018,,,,,,U,12 Apr 2018,""
"Rice University","Chemical Engineering", PhD (F18),Rejected , E-mail,12 Apr 2018,,,,,,U,12 Apr 2018,""
"Rice Univeristy","Chemical Engineering", PhD (F18),Rejected , E-mail,12 Apr 2018,,,,,,I,12 Apr 2018,""
"Carnegie .e","Chemical Engineering", PhD (F18),Rejected , Website,11 Apr 2018,,,,,,I,12 Apr 2018,""
"Rice University","Chemical And Bimolecular Engineering", PhD (F18),Rejected , E-mail,11 Apr 2018,,,,,,I,12 Apr 2018,""
"Rice University","Chemical Engineering", PhD (F18),Rejected , E-mail,12 Apr 2018,,,,,,U,12 Apr 2018,"Worst day of my life"
"Purdue University, West Lafayette","Chemical Engineering", PhD (F18),Rejected , E-mail,12 Apr 2018,,,,,,U,12 Apr 2018,""
"The University Of Notre Dame","Chemical Engineering", PhD (F18),Accepted , E-mail,11 Apr 2018 , 3.81,161,170,4.00, n/a,U,12 Apr 2018,"Got removed off the waitlist. Will accept. Happy!"
"The University Of California Irvine (UCI)","Chemical And Biochemical Engineering", PhD (F18),Other , Other,12 Apr 2018,,,,,,A,12 Apr 2018,"I feel the rejection will be my decision, but I'm still optimistic."
"Ohio State (OSU)","Chemical Engineering", PhD (F18),Other , Other,12 Apr 2018,,,,,,I,12 Apr 2018,"Reply to previous post. Yes, I have accepted the offer of admission. I am not sure. I don't have any better offers at hand. I know that the I20 amount is pretty low. But I did contact some of the PhD students at OSU. They said they get a funding to about 2000 USD per month."
"(University Of California, Los Angeles (UCLA)","Chemical Engineering", PhD (F18),Other , Other,12 Apr 2018,,,,,,A,12 Apr 2018,"One girl from one of my grad school visits said she was accepted to UCLA directly from a professor. They already had their visit weekend which apparently was completely unorganized. She said it was basically a self tour and no recruits had set schedule with any professors. Also apparently last year, people got accepted a day before the official deadlines for most schools. I sent out inquiry email but so far received no reply from the school."
"UC Davis","Chemical Engineering", Masters (F18),Accepted , E-mail,9 Apr 2018,,,,,,U,12 Apr 2018,"Applied for PhD and got wait listed. Then got admission for masters."
"Carnegie Mellon University","Chemical Engineering", PhD (F18),Rejected , E-mail,11 Apr 2018,,,,,,U,11 Apr 2018,""
"Drexel  University","Advanced Chemical Engineering", PhD (F18),Accepted , E-mail,11 Apr 2018,,,,,,I,11 Apr 2018,"Was in wait list"
"University Of Toledo","Chemical Engineering", PhD (F18),Rejected , Website,11 Apr 2018,,,,,,U,11 Apr 2018,"It just said graduate application denied. Hoping to hear from the rest of the other three schools I applied to. Hoping for the best. A little disappointed, but I got to move forward."
"Ohio State (OSU)","Chemical Engineering", PhD (F18),Other , Other,11 Apr 2018,,,,,,I,11 Apr 2018,"To the reply to the original OSU post, since you have info about what is on the I20, have you accepted their offer? If yes, I want opinions on whether I should accept it as well without the funding letter? Will they give funding eventually? Also, $16500 for 9 months is way less as compared to other universities. Any advice will be helpful. Thanks a lot."
"NSF Graduate Research Fellowship Program (GRFP)","Chemical Engineering", PhD (F18),Accepted , E-mail,2 Apr 2018 , 3.81,151,164,4.50, n/a,A,11 Apr 2018,"1st year PhD Student"
"Purdue University","Chemical Engineering", PhD (F18),Rejected , Other,11 Apr 2018,,,,,,U,11 Apr 2018,"Emailed to learn status of application. Got reply stating they have already made all PhD offers for Fall 2018 and if you have not heard back yet, they are probably considering you for their Professional MS program."
"University Of Michigan, Ann Arbor (Umich)","Chemical Engineering", PhD (F18),Rejected , E-mail,10 Apr 2018 , 3.62,153,166,4.50, n/a,I,11 Apr 2018,""
"ีUniversity Of Southern California (USC) - Viterbi School Of Engineering","Chemical Engineering", PhD (F18),Accepted , E-mail,11 Feb 2018 , 3.72,170,156,4.00, n/a,I,11 Apr 2018,""
"Ohio State (OSU)","Chemical Engineering", PhD (F18),Other , Other,11 Apr 2018,,,,,,I,11 Apr 2018,"To the post below. I got an admit on 31st Jan. I still haven't received any update on the financial information. I mailed the graduate coordinator and also got the same response as yours. But on the I20, it mentions an amount of approx 16500 USD for 9 months as funding in addition to the tuition waiver. But I haven't received any official email detailing stipend and other health benefits."
"Ohio State (OSU)","Chemical Engineering", PhD (F18),Other , Other,11 Apr 2018,,,,,,I,11 Apr 2018,"I got accepted a month or so back but haven't received an offer letter yet. Mails to the department coordinator yield replies like 'we don't have any financial information yet.' Any other people with the same problem? Will they give funding eventually? The deadline to accept is 15th April."
"(University Of California, Los Angeles (UCLA)","Chemical Engineering", PhD (F18),Other , Other,11 Apr 2018,,,,,,I,11 Apr 2018,"Guys, are you even waiting? UCLA hasn't sent anything yet and no replies to emails too. What are you guys going to do? I have other offers and the deadline is 15th April."
"The University Of Alabama (Tuscaloosa)","Chemical Engineering", PhD (F18),Other , Other,11 Apr 2018,,,,,,O,11 Apr 2018,"Something has gone very seriously wrong with this department in the last two years. They are hiring assistant professors who still haven't submitted their PhD thesis and have like 2 first-authored publications. Applying here was a complete waste of money."
"Penn State (Pennsylvania State University)","Advanced Chemical Engineering", PhD (F18),Rejected , E-mail,11 Apr 2018,,,,,,I,11 Apr 2018,""
"University Of Minnesota","Chemical Engineering", PhD (F18),Rejected , Website,11 Apr 2018,,,,,,A,11 Apr 2018,"I accepted another offer and went to see about withdrawing my application, just to discover that my decision was made. Obviously, I'm not heartbroken."
"UMich @ Ann Arbor","Chemical Engineering", PhD (F18),Rejected , E-mail,10 Apr 2018,,,,,,U,10 Apr 2018,""
"The University Of Notre Dame","Chemical Engineering", PhD (F18),Wait listed , Other,10 Apr 2018,,,,,,U,10 Apr 2018,"Did anyone move out from the waitlist last week and this week? I am still waiting and it is my dreamed school. Best luck for all of us and finger across to receive their admission letter."
"The University Of California Irvine (UCI)","Chemical And Biochemical Engineering", PhD (F18),Other , Other,10 Apr 2018,,,,,,A,10 Apr 2018,"Waiting!"
"(University Of California, Los Angeles (UCLA)","Chemical Engineering", PhD (F18),Other , Other,10 Apr 2018,,,,,,A,10 Apr 2018,"Still waiting, any news?"
"?University Of Southern California (USC)","Chemical Engineering", PhD (F18),Rejected , E-mail,10 Apr 2018,,,,,,A,10 Apr 2018,"After waiting for a long time, got an email to check the portal and the rejection letter was there. Apparently, a bunch of rejections are sent out. Disappointed considering I have a degree from USC!!!!!"
"The University Of Southern California (USC)","Chemical Engineering", PhD (F18),Rejected , E-mail,10 Apr 2018,,,,,,A,10 Apr 2018,""
"Univeraity Of Michigan Ann Arbor","Chemical Engineering", PhD (F18),Rejected , E-mail,10 Apr 2018,,,,,,I,10 Apr 2018,""
"The University Of Southern California (USC)","Chemical Engineering", PhD (F18),Rejected , Website,10 Apr 2018,,,,,,A,10 Apr 2018,""
"ีUniversity Of Maryland - College Park (UMD)","Chemical & Biochemical Engineering", PhD (F18),Rejected , E-mail,10 Apr 2018,,,,,,U,10 Apr 2018,"Emailed department asking for update."
"University Of British Columbia (UBC)","Chemical & Biochemical Engineering", PhD (F18),Other , Other,10 Apr 2018,,,,,,I,10 Apr 2018,"Kindly can anyone like to give an information.. whom do we have to ask regarding our application status?"
"Stanford University","Chemical Engineering", Masters (F18),Accepted , E-mail,9 Apr 2018,,,,,,A,10 Apr 2018,""
"UC Davis","Chemical Engineering", Masters (F18),Accepted , E-mail,9 Apr 2018,,,,,,A,10 Apr 2018,"Was waitlisted for PhD got into MS today."
"Virginia Polytechnic And State University (Virginia Tech)","Chemical Engineering", PhD (F18),Other , Other,9 Apr 2018,,,,,,U,9 Apr 2018,"If you are not attending please reject the offer. Thanks"
"TAMU (Texas A & M University) College Station","Chemical Engineering", PhD (F18),Other , Other,9 Apr 2018,,,,,,U,9 Apr 2018,"If you are not attending please reject the offer. Thanks"
"NCSU (North Carolina State University)","Chemical Engineering", PhD (F18),Other , Other,9 Apr 2018,,,,,,U,9 Apr 2018,"If you are not attending please reject the offer.
Thanks"
"Carnegie Mellon  University (CMU)","Advanced Chemical Engineering", PhD (F18),Rejected , E-mail,9 Apr 2018,,,,,,A,9 Apr 2018,"Finally heard back via email. Had strong undergrad research but no papers. Thought the improved GPA from masters along with stronger recs would help, I guess not"
"University Of Connceticut","Chemical Engineering", PhD (F18),Accepted , E-mail,9 Apr 2018,,,,,,A,9 Apr 2018,""
"Cornell (Ithaca)","Chemical Engineering", PhD (F18),Other , E-mail,9 Apr 2018,,,,,,O,9 Apr 2018,"To the post below, I emailed dgs@cbe.cornell.edu and someone replied me within two days. Best of luck!"
"ีUniversity Of Maryland - College Park (UMD)","Chemical And Bimolecular Engineering - PhD", PhD (F18),Wait listed , E-mail,9 Apr 2018,,,,,,O,9 Apr 2018,"This is my dream university! Those who do not wish to pursue this program (or have got a better offer) and have applied for it, I request you to withdraw your application! It would be of great help!"
"ีUniversity Of Southern California (USC) - Viterbi School Of Engineering California (USC) - Viter","Chemical Engieenring", PhD (F18),Rejected , Website,9 Apr 2018,,,,,,I,9 Apr 2018,""
"Vanderbilt University","Chemical Engineering", PhD (F18),Wait listed , E-mail,1 Mar 2018 , 3.64,160,157,5.50, n/a,A,9 Apr 2018,"If you're not considering Vanderbilt, please decline! It'll really help the people on the waitlist."
"(University Of Virginia) UVA","Chemical Engineering", PhD (S18),Wait listed , E-mail,6 Apr 2018 , 3.64,157,160,5.50, n/a,A,9 Apr 2018,"If you're not planning on attending, could you please go ahead and decline? Wait listings are stressful."
"Cornell University (Ithaca)","Chemical Engineering", PhD (F18),Other , Other,8 Apr 2018,,,,,,I,8 Apr 2018,"To the poster below: I'm wondering if the email of the admission committee is dgs@cheme.cornell.edu 'cause I could not send my letter successfully. If you know the correct email, please let me know. (The information provided on the website showed the email address was dgs@cheme.cornell.edu )"
"Cornell  University","Chemical Engineering", PhD (F18),Other , Other,8 Apr 2018,,,,,,I,8 Apr 2018,"To the poster below: I'm wondering if the email of the admission committee is 
dgs@cheme.cornell.edu 'cause I could not send my letter successfully. If you know the correct email, please let me know. (The information provided on the website showed the email address was dgs@cheme.cornell.edu )"
"University Of Minnesota - Twin Cities (UMN)","Chemical Engineering", PhD (F18),Wait listed , E-mail,7 Apr 2018,,,,,,I,7 Apr 2018,"I have been wait listed at Minnesota over 1 month, if you are not going there reject the offer. It is my dream university."
"The University Of Notre Dame","Chemical Engineering", PhD (F18),Wait listed , E-mail,8 Mar 2018,,,,,,U,7 Apr 2018,"Notre Dame is my top choice and dream school. If anyone is not going to accept their offer, please decline it right now! I wish to know their decision by April 15th. Thanks a lot!"
"Stanford University","Chemical Engineering", Masters (F18),Other , Other,7 Apr 2018,,,,,,A,7 Apr 2018,"Has anyone heard from the Chemical Engineering department?"
"The University Of Notre Dame","Advanced Chemical Engineering", PhD (F18),Wait listed , Website,16 Mar 2018,,,,,,I,7 Apr 2018,"I've dreamt of getting into this school since I was 14! Those who are accepted and have better offers, please decline! Thank you!"
"Gatech (Georgia Tech)","Chemical & Biomolecular Engineering", PhD (F18),Rejected , Website,6 Apr 2018,,,,,,U,6 Apr 2018,""
"Cornell (Ithaca)","Chemical Engineering", PhD (F18),Rejected , E-mail,6 Apr 2018,,,,,,U,6 Apr 2018,"I emailed the admission and got a reply four days after saying I am rejected. If I would like to choose MS, let them know. It's not even the proper rejection letter, also the system will did not update."
"The University Of Southern California (USC)","Chemical Engineering", Masters (F18),Accepted , E-mail,6 Apr 2018,,,,,,A,6 Apr 2018,""
"Auburn University (Ginn)","Chemical Engineering", PhD (F18),Accepted , E-mail,6 Apr 2018 , 3.65,153,162,0.00, n/a,I,6 Apr 2018,""
"The University Of South Carolina (Columbia)","Chemical Engineering", PhD (F18),Accepted , E-mail,6 May 2018 , 3.65,153,162,3.00, n/a,I,6 Apr 2018,""
"Penn State University (PSU)","Chemical Engineering", PhD (F18),Rejected , E-mail,5 Apr 2018 , 3.62,153,166,4.50, n/a,I,6 Apr 2018,""
"Penn State (Pennsylvania State University)","Advanced Chemical Engineering", PhD (F18),Rejected , E-mail,6 Apr 2018 , 3.75,162,164,3.50, n/a,I,6 Apr 2018,""
"Umich Ann Arbor","Chemical Engineering", PhD (F18),Other , Other,6 Apr 2018,,,,,,U,6 Apr 2018,"Have anyone received any updates from Umich? The website said that the decisions will be sent out April. I haven't seen any posts here with Umich"
"University Of Minnesota - Twin Cities (UMN)","Chemical Engineering", PhD (F18),Wait listed , E-mail,5 Mar 2018 , 3.97,165,170,5.00, n/a,I,6 Apr 2018,"Wait listed at  Minnesota over 1 month, if you are not going there reject the offer. It is my dream university."
"PennState University","Chemical Engineering", PhD (F18),Rejected , E-mail,6 Apr 2018 , 3.51,157,166,3.00, n/a,I,6 Apr 2018,""
"The University Of Colorado, Boulder","Chemical Engineering", PhD (F18),Rejected , E-mail,2 Apr 2018 , 4.00,163,165,0.00, n/a,I,6 Apr 2018,""
"Penn State (Pennsylvania State University)","Chemical Engineering", PhD (F18),Rejected , E-mail,5 Apr 2018 , 4.00,163,165,0.00, n/a,I,6 Apr 2018,""
"University Of California Santa Barbara (UCSB)","Chemical Engineering", PhD (F18),Rejected , E-mail,5 Apr 2018,,,,,,A,5 Apr 2018,"To the poster below asking about UCSB waiting for NSF GRFP notifications: I received the award and asked the department to consider my updated application. They both congratulated me on NSF and rejected me in the same email today. Then I got rejected again through the website portal."
"Penn State (Pennsylvania State University)","Chemical Engineering", PhD (F18),Rejected , E-mail,5 Apr 2018,,,,,,U,5 Apr 2018,""
"UC Davis, UCSB (Santa Barbara), CU Boulder","Advanced Chemical Engineering", PhD (F18),Rejected , E-mail,5 Feb 2018,,,,,,I,5 Apr 2018,"Expected. And I guess it's true that they mail you to check the website for the notification when you are rejected as opposed to attaching the offer letter in the email itself when you are accepted."
"University Of Southern California - USC Viterbi","Chemical Engineering", PhD (F18),Other , Other,5 Apr 2018,,,,,,O,5 Apr 2018,"Anybody heard from this program yet?? Pleeeeeaaase!"
"The University Of South Carolina (Columbia)","Advanced Chemical Engineering", PhD (F18),Accepted , E-mail,4 Apr 2018,,,,,,U,4 Apr 2018,""
"University Of Colorado Boulder (CU Boulder)","Chemical And Biological Engineering", PhD (F18),Rejected , E-mail,3 Apr 2018,,,,,,I,4 Apr 2018,""
"The University Of Colorado, Boulder","Chemical Engineering", PhD (F18),Rejected , E-mail,3 Apr 2018 , 3.87,166,153,3.00, n/a,U,4 Apr 2018,"Got rejected today. No publication, 2-years research experience, 2 college degrees (Electrical & ChemE)"
"California, Santa Barbara (UCSB)","Chemical Engineering", PhD (F18),Rejected , Website,3 Apr 2018,,,,,,A,3 Apr 2018,"They were clearly waiting on the NSF to finalize their decisions. Just out of curiosity, why (what actually motivates u) are u peeps trying to get a PhD in ChemE? It cannot be to better your career as a ChemE so what is it?"
"California, Santa Barbara (UCSB)","Advanced Chemical Engineering", PhD (F18),Rejected , Website,3 Mar 2018 , 3.90,167,170,5.00, n/a,I,3 Apr 2018,"don't understand why they did this to me. i was confident to get in."
"UC Santa Barbara (UCSB)","Chemical Engineering", PhD (F18),Rejected , E-mail,3 Apr 2018,,,,,,U,3 Apr 2018,"emailed admission and then got a rejection through email the next day"
"(University Of California, Los Angeles (UCLA)","Advanced Chemical Engineering", PhD (F18),Other , Other,3 Apr 2018,,,,,,I,3 Apr 2018,"Any one get decisions? I've been waiting for so long but nothing comes."
"Carnegie  Mellon University (CMU)","Advanced Chemical Engineering", PhD (S18),Other , E-mail,3 Apr 2018,,,,,,I,3 Apr 2018,"To the poster below, I contacted the department. They said they will roll out results in early April. No fixed date :/"
"Colorado School Of Mines","Chemical Engineering M.S.", Masters (F18),Accepted , E-mail,19 Feb 2018 , 3.95,170,170,5.50, n/a,A,3 Apr 2018,""
